the curious duck complimented a curious rabbit .        a curious rabbit was complimented by the curious duck .
a silly dog near a yard ate a penguin . a penguin was eaten by a silly dog near a yard .
a tiny scientist complimented the photographer .        the photographer was complimented by a tiny scientist .
a small crocodile disliked a big girl by a store .      a big girl by a store was disliked by a small crocodile .
a curious dog tapped the happy photographer by the playground . the happy photographer by the playground was tapped by a curious dog .
the small researcher complimented the silly fish near the supermarket . the silly fish near the supermarket was complimented by the small researcher .
the woman ate a curious fish .  a curious fish was eaten by the woman .
a silly rabbit liked a duck by a house .        a duck by a house was liked by a silly rabbit .
a sleepy boy by the park liked the sleepy student .     the sleepy student was liked by a sleepy boy by the park .
a shy rabbit bit a big fish .   a big fish was bitten by a shy rabbit .
a photographer ate a goofy researcher in the supermarket .      a goofy researcher in the supermarket was eaten by a photographer .
a shy man disliked the small dog .      the small dog was disliked by a shy man .
a fish by the building hated a small fish .     a small fish was hated by a fish by the building .
the cow kicked a student .      a student was kicked by the cow .
a happy model ate a shy sheep . a shy sheep was eaten by a happy model .
a shy moose hated the big man . the big man was hated by a shy moose .
a professor ate a big boy .     a big boy was eaten by a professor .
the happy bear in the supermarket liked the girl .      the girl was liked by the happy bear in the supermarket .
a dog stalked the fish .        the fish was stalked by a dog .
the teacher liked a pig .       a pig was liked by the teacher .
the penguin hunted a student .  a student was hunted by the penguin .
the happy duck hunted the shy crocodile .       the shy crocodile was hunted by the happy duck .
a pig stalked a tiny woman .    a tiny woman was stalked by a pig .
the silly rabbit hunted the goofy woman .       the goofy woman was hunted by the silly rabbit .
a goofy moose stalked a tiny chicken .  a tiny chicken was stalked by a goofy moose .
the big bird disliked the big rabbit .  the big rabbit was disliked by the big bird .
the tiny bird near the field hunted a tiny teacher .    a tiny teacher was hunted by the tiny bird near the field .
the curious man kicked a tiny doctor .  a tiny doctor was kicked by the curious man .
the shy professor in a yard tapped a small duck .       a small duck was tapped by the shy professor in a yard .
the silly model kicked the cat .        the cat was kicked by the silly model .
a bird ate a cow .      a cow was eaten by a bird .
a boy disliked the silly photographer . the silly photographer was disliked by a boy .
the scientist disliked the moose .      the moose was disliked by the scientist .
a curious dog hunted the fish at the playground .       the fish at the playground was hunted by a curious dog .
a big boy by a yard liked a sleepy rabbit .     a sleepy rabbit was liked by a big boy by a yard .
the goofy woman kicked the fish .       the fish was kicked by the goofy woman .
the man disliked the pig at a market .  the pig at a market was disliked by the man .
the dog liked a happy fish .    a happy fish was liked by the dog .
a penguin hunted a man .        a man was hunted by a penguin .
a curious woman hunted a sleepy boy .   a sleepy boy was hunted by a curious woman .
the goofy doctor stalked the cat .      the cat was stalked by the goofy doctor .
a big penguin kicked a sleepy fish in a field . a sleepy fish in a field was kicked by a big penguin .
the penguin liked a happy fish .        a happy fish was liked by the penguin .
the happy penguin bit the sleepy chicken .      the sleepy chicken was bitten by the happy penguin .
the sheep hated the doctor .    the doctor was hated by the sheep .
the goofy teacher loved a small professor by a barn .   a small professor by a barn was loved by the goofy teacher .
a happy girl tapped the small boy .     the small boy was tapped by a happy girl .
a tiny sheep loved a curious girl .     a curious girl was loved by a tiny sheep .
a curious boy liked the happy photographer .    the happy photographer was liked by a curious boy .
a silly pig hunted a big rabbit .       a big rabbit was hunted by a silly pig .
a silly crocodile stalked a boy .       a boy was stalked by a silly crocodile .
a happy dog stalked the cat near a supermarket .        the cat near a supermarket was stalked by a happy dog .
the silly boy ate a moose .     a moose was eaten by the silly boy .
the teacher stalked a small rabbit .    a small rabbit was stalked by the teacher .
a goofy penguin tapped a shy professor .        a shy professor was tapped by a goofy penguin .
the silly woman disliked a small professor at a building .      a small professor at a building was disliked by the silly woman .
the silly sheep bit the tiny professor .        the tiny professor was bitten by the silly sheep .
a chicken complimented the goofy cow .  the goofy cow was complimented by a chicken .
a small boy stalked the shy scientist . the shy scientist was stalked by a small boy .
the silly moose near the yard tapped the goofy bird .   the goofy bird was tapped by the silly moose near the yard .
a penguin hunted the goofy scientist .  the goofy scientist was hunted by a penguin .
the happy cat hated the shy bear .      the shy bear was hated by the happy cat .
a sleepy woman at the school ate the goofy cow .        the goofy cow was eaten by a sleepy woman at the school .
the doctor ate the big photographer .   the big photographer was eaten by the doctor .
a happy chicken near the house ate a silly crocodile .  a silly crocodile was eaten by a happy chicken near the house .
the small teacher at the store hated a big rabbit .     a big rabbit was hated by the small teacher at the store .
the woman tapped a silly cow .  a silly cow was tapped by the woman .
a sleepy scientist kicked the small cow .       the small cow was kicked by a sleepy scientist .
the shy crocodile ate a tiny penguin .  a tiny penguin was eaten by the shy crocodile .
the curious boy liked the woman .       the woman was liked by the curious boy .
the duck complimented the curious boy in a house .      the curious boy in a house was complimented by the duck .
the woman loved a small pig .   a small pig was loved by the woman .
a curious photographer by the supermarket bit the big rabbit .  the big rabbit was bitten by a curious photographer by the supermarket .
a big bear loved the small student .    the small student was loved by a big bear .
a curious photographer ate a shy teacher .      a shy teacher was eaten by a curious photographer .
the curious woman by a store kicked the big boy .       the big boy was kicked by the curious woman by a store .
a cat hated the silly boy .     the silly boy was hated by a cat .
a tiny moose tapped the silly duck .    the silly duck was tapped by a tiny moose .
a goofy photographer kicked a penguin . a penguin was kicked by a goofy photographer .
the silly girl hunted the happy bear .  the happy bear was hunted by the silly girl .
the goofy rabbit hated a fish . a fish was hated by the goofy rabbit .
a bird hated a small model .    a small model was hated by a bird .
the penguin complimented the tiny teacher .     the tiny teacher was complimented by the penguin .
a penguin disliked the curious teacher .        the curious teacher was disliked by a penguin .
a bear by a stadium tapped the dog .    the dog was tapped by a bear by a stadium .
a small researcher kicked the rabbit .  the rabbit was kicked by a small researcher .
a happy fish kicked the cat .   the cat was kicked by a happy fish .
the small scientist hunted the teacher .        the teacher was hunted by the small scientist .
a teacher disliked a happy penguin .    a happy penguin was disliked by a teacher .
the happy boy liked a woman .   a woman was liked by the happy boy .
the goofy scientist loved the goofy bird .      the goofy bird was loved by the goofy scientist .
a silly bird bit the big cat .  the big cat was bitten by a silly bird .
the silly scientist hunted a goofy fish .       a goofy fish was hunted by the silly scientist .
a happy photographer kicked the happy crocodile .       the happy crocodile was kicked by a happy photographer .
the pig liked a chicken by the field .  a chicken by the field was liked by the pig .
the moose loved the big moose . the big moose was loved by the moose .
the happy sheep complimented a silly sheep .    a silly sheep was complimented by the happy sheep .
a cow bit the tiny photographer .       the tiny photographer was bitten by a cow .
the chicken ate the bear in a field .   the bear in a field was eaten by the chicken .
a shy woman loved the happy bear .      the happy bear was loved by a shy woman .
a shy penguin tapped the shy bear .     the shy bear was tapped by a shy penguin .
a tiny bird kicked the big chicken .    the big chicken was kicked by a tiny bird .
a small boy ate a shy cow .     a shy cow was eaten by a small boy .
the silly duck hated the moose .        the moose was hated by the silly duck .
a shy bird loved the sleepy rabbit .    the sleepy rabbit was loved by a shy bird .
a sleepy scientist at the playground stalked a curious fish .   a curious fish was stalked by a sleepy scientist at the playground .
a bird kicked a professor .     a professor was kicked by a bird .
a moose hated the silly boy .   the silly boy was hated by a moose .
the big dog ate a duck .        a duck was eaten by the big dog .
a scientist hated a model .     a model was hated by a scientist .
a goofy man tapped a tiny boy . a tiny boy was tapped by a goofy man .
a rabbit near the school hunted a bear .        a bear was hunted by a rabbit near the school .
a goofy penguin tapped the big photographer .   the big photographer was tapped by a goofy penguin .
a bear stalked the small bear . the small bear was stalked by a bear .
a tiny penguin disliked a silly student .       a silly student was disliked by a tiny penguin .
the man stalked a bear at a supermarket .       a bear at a supermarket was stalked by the man .
the model disliked the sleepy bird at a park .  the sleepy bird at a park was disliked by the model .
the sheep liked a shy bird .    a shy bird was liked by the sheep .
a shy model kicked a student .  a student was kicked by a shy model .
a shy professor ate the chicken .       the chicken was eaten by a shy professor .
a goofy girl loved the researcher .     the researcher was loved by a goofy girl .
the curious man hated the big photographer at a market .        the big photographer at a market was hated by the curious man .
the moose hunted a small man .  a small man was hunted by the moose .
a big woman disliked the boy .  the boy was disliked by a big woman .
a curious model complimented a sleepy woman .   a sleepy woman was complimented by a curious model .
the curious teacher ate the model at a supermarket .    the model at a supermarket was eaten by the curious teacher .
the happy moose kicked the curious penguin .    the curious penguin was kicked by the happy moose .
the tiny moose tapped the silly scientist .     the silly scientist was tapped by the tiny moose .
a small fish stalked a cat .    a cat was stalked by a small fish .
the goofy teacher ate the big dog .     the big dog was eaten by the goofy teacher .
the girl kicked the crocodile at a room .       the crocodile at a room was kicked by the girl .
a goofy crocodile complimented the big rabbit . the big rabbit was complimented by a goofy crocodile .
a teacher near the store disliked the boy at a school . the boy at a school was disliked by a teacher near the store .
a duck hated a sleepy doctor .  a sleepy doctor was hated by a duck .
the duck at a market hunted a happy scientist . a happy scientist was hunted by the duck at a market .
a happy bear hunted the sleepy penguin .        the sleepy penguin was hunted by a happy bear .
the sleepy bear bit a silly scientist . a silly scientist was bitten by the sleepy bear .
a small crocodile near the yard kicked a cat .  a cat was kicked by a small crocodile near the yard .
the woman in the kitchen liked the shy girl .   the shy girl was liked by the woman in the kitchen .
the goofy bird hunted a shy bear .      a shy bear was hunted by the goofy bird .
a happy student in the school hunted the shy bird .     the shy bird was hunted by a happy student in the school .
the dog kicked the sleepy moose .       the sleepy moose was kicked by the dog .
a big crocodile complimented the student at the house . the student at the house was complimented by a big crocodile .
the dog kicked the happy model .        the happy model was kicked by the dog .
the boy near the room stalked the bird .        the bird was stalked by the boy near the room .
the professor liked a student . a student was liked by the professor .
a tiny bird hated a shy moose . a shy moose was hated by a tiny bird .
the goofy girl at a supermarket loved the pig . the pig was loved by the goofy girl at a supermarket .
the silly bear hated the tiny teacher . the tiny teacher was hated by the silly bear .
the photographer complimented a silly crocodile .       a silly crocodile was complimented by the photographer .
the curious sheep ate a curious model near the yard .   a curious model near the yard was eaten by the curious sheep .
the goofy cat tapped the shy dog .      the shy dog was tapped by the goofy cat .
the sleepy boy tapped a small teacher . a small teacher was tapped by the sleepy boy .
a happy penguin bit a big doctor .      a big doctor was bitten by a happy penguin .
the small model disliked the small professor .  the small professor was disliked by the small model .
a tiny bear tapped a goofy penguin .    a goofy penguin was tapped by a tiny bear .
the small boy ate a researcher .        a researcher was eaten by the small boy .
a sleepy woman stalked the tiny photographer .  the tiny photographer was stalked by a sleepy woman .
the sleepy girl ate the small sheep .   the small sheep was eaten by the sleepy girl .
a small photographer stalked a goofy cow at a stadium . a goofy cow at a stadium was stalked by a small photographer .
the silly bird disliked the big duck .  the big duck was disliked by the silly bird .
the model hated a sleepy pig .  a sleepy pig was hated by the model .
the tiny bird hated the chicken .       the chicken was hated by the tiny bird .
a curious boy bit the goofy pig in a kitchen .  the goofy pig in a kitchen was bitten by a curious boy .
a goofy man near the supermarket stalked the curious photographer .     the curious photographer was stalked by a goofy man near the supermarket .
a dog hated a shy crocodile at a market .       a shy crocodile at a market was hated by a dog .
the goofy bird at a stadium tapped a shy girl . a shy girl was tapped by the goofy bird at a stadium .
a photographer hated the dog .  the dog was hated by a photographer .
a happy boy in the kitchen kicked the dog .     the dog was kicked by a happy boy in the kitchen .
the tiny crocodile bit a goofy chicken .        a goofy chicken was bitten by the tiny crocodile .
a penguin liked a big teacher . a big teacher was liked by a penguin .
the penguin hated a silly moose at the playground .     a silly moose at the playground was hated by the penguin .
a doctor loved the curious penguin in a stadium .       the curious penguin in a stadium was loved by a doctor .
the sleepy pig stalked a sleepy bear .  a sleepy bear was stalked by the sleepy pig .
a moose bit a small penguin .   a small penguin was bitten by a moose .
the sleepy duck loved the doctor .      the doctor was loved by the sleepy duck .
the goofy bird tapped the bird .        the bird was tapped by the goofy bird .
the woman disliked the small duck .     the small duck was disliked by the woman .
a model complimented a sleepy woman .   a sleepy woman was complimented by a model .
a shy woman near a building bit a happy boy .   a happy boy was bitten by a shy woman near a building .
a doctor stalked a student .    a student was stalked by a doctor .
a small teacher complimented a tiny rabbit .    a tiny rabbit was complimented by a small teacher .
a tiny cat liked the tiny student .     the tiny student was liked by a tiny cat .
a goofy scientist bit a duck .  a duck was bitten by a goofy scientist .
a goofy researcher complimented the sleepy photographer .       the sleepy photographer was complimented by a goofy researcher .
the bear complimented the goofy girl .  the goofy girl was complimented by the bear .
a goofy bear stalked a girl .   a girl was stalked by a goofy bear .
a happy chicken complimented a tiny doctor .    a tiny doctor was complimented by a happy chicken .
a small fish stalked the chicken .      the chicken was stalked by a small fish .
the rabbit loved a woman .      a woman was loved by the rabbit .
the sheep disliked the fish .   the fish was disliked by the sheep .
a silly professor hated a shy dog .     a shy dog was hated by a silly professor .
the big scientist liked the sleepy duck in the park .   the sleepy duck in the park was liked by the big scientist .
a sheep stalked the shy researcher .    the shy researcher was stalked by a sheep .
a small crocodile in a mall disliked the shy cat .      the shy cat was disliked by a small crocodile in a mall .
a teacher complimented the tiny bird .  the tiny bird was complimented by a teacher .
a shy teacher disliked a tiny girl .    a tiny girl was disliked by a shy teacher .
the big doctor bit the goofy teacher .  the goofy teacher was bitten by the big doctor .
a small chicken tapped a tiny sheep by a field .        a tiny sheep by a field was tapped by a small chicken .
a shy sheep at a house ate the curious man .    the curious man was eaten by a shy sheep at a house .
a sleepy dog ate a girl .       a girl was eaten by a sleepy dog .
a big sheep hated the tiny fish near a park .   the tiny fish near a park was hated by a big sheep .
the crocodile ate a silly scientist .   a silly scientist was eaten by the crocodile .
a shy model disliked a bird .   a bird was disliked by a shy model .
the happy penguin disliked a model .    a model was disliked by the happy penguin .
a chicken stalked the tiny sheep .      the tiny sheep was stalked by a chicken .
the girl bit the sleepy dog .   the sleepy dog was bitten by the girl .
the cat at the stadium kicked a silly teacher . a silly teacher was kicked by the cat at the stadium .
a shy professor in a house hated a curious student .    a curious student was hated by a shy professor in a house .
a shy photographer hated the curious model .    the curious model was hated by a shy photographer .
the silly girl liked a shy model .      a shy model was liked by the silly girl .
a happy photographer hated the sleepy photographer .    the sleepy photographer was hated by a happy photographer .
a cow kicked a shy professor .  a shy professor was kicked by a cow .
a sleepy girl stalked the tiny fish .   the tiny fish was stalked by a sleepy girl .
a sleepy student loved the professor .  the professor was loved by a sleepy student .
a penguin at the supermarket loved a silly model .      a silly model was loved by a penguin at the supermarket .
the small sheep kicked the fish .       the fish was kicked by the small sheep .
the tiny teacher by a field tapped a tiny penguin .     a tiny penguin was tapped by the tiny teacher by a field .
the sleepy girl hunted the goofy moose .        the goofy moose was hunted by the sleepy girl .
the pig hunted the happy cat .  the happy cat was hunted by the pig .
the tiny rabbit disliked the small penguin at the school .      the small penguin at the school was disliked by the tiny rabbit .
the girl at the park bit the small bear .       the small bear was bitten by the girl at the park .
the student disliked a curious bird in the mall .       a curious bird in the mall was disliked by the student .
the small sheep hated the curious boy . the curious boy was hated by the small sheep .
the happy rabbit tapped the curious bird .      the curious bird was tapped by the happy rabbit .
the photographer complimented a cat .   a cat was complimented by the photographer .
the small bird loved the big researcher .       the big researcher was loved by the small bird .
a curious moose by the field bit a shy cow .    a shy cow was bitten by a curious moose by the field .
the shy penguin liked the tiny girl .   the tiny girl was liked by the shy penguin .
the small bird kicked a big bear .      a big bear was kicked by the small bird .
the bird kicked a shy doctor .  a shy doctor was kicked by the bird .
a doctor in the market complimented a small fish .      a small fish was complimented by a doctor in the market .
the goofy model liked a happy professor .       a happy professor was liked by the goofy model .
a girl complimented a silly boy in the market . a silly boy in the market was complimented by a girl .
a student disliked the curious moose .  the curious moose was disliked by a student .
a tiny crocodile at a kitchen kicked the sleepy bear .  the sleepy bear was kicked by a tiny crocodile at a kitchen .
the dog complimented the curious researcher .   the curious researcher was complimented by the dog .
a curious cat stalked the silly photographer near a park .      the silly photographer near a park was stalked by a curious cat .
the silly crocodile disliked the curious pig .  the curious pig was disliked by the silly crocodile .
the happy teacher tapped the sleepy cow .       the sleepy cow was tapped by the happy teacher .
the happy penguin at the playground loved a curious bear .      a curious bear was loved by the happy penguin at the playground .
the big professor complimented the sleepy girl .        the sleepy girl was complimented by the big professor .
the small scientist liked the tiny moose .      the tiny moose was liked by the small scientist .
the sleepy student complimented the shy man .   the shy man was complimented by the sleepy student .
the sleepy scientist loved a happy boy .        a happy boy was loved by the sleepy scientist .
the model near a stadium complimented the happy woman . the happy woman was complimented by the model near a stadium .
the shy photographer stalked the goofy bear .   the goofy bear was stalked by the shy photographer .
the big photographer stalked a tiny man .       a tiny man was stalked by the big photographer .
a goofy moose at a store stalked a sleepy sheep .       a sleepy sheep was stalked by a goofy moose at a store .
the boy stalked the sleepy doctor .     the sleepy doctor was stalked by the boy .
a sleepy scientist disliked the curious girl .  the curious girl was disliked by a sleepy scientist .
the silly sheep tapped a curious sheep .        a curious sheep was tapped by the silly sheep .
a small doctor liked the goofy pig .    the goofy pig was liked by a small doctor .
a tiny photographer loved a sleepy fish .       a sleepy fish was loved by a tiny photographer .
a small model liked a duck .    a duck was liked by a small model .
a silly doctor at a building tapped a moose .   a moose was tapped by a silly doctor at a building .
a chicken liked the silly crocodile in the barn .       the silly crocodile in the barn was liked by a chicken .
the chicken tapped the shy duck .       the shy duck was tapped by the chicken .
a pig near the house kicked a duck near the yard .      a duck near the yard was kicked by a pig near the house .
a curious duck bit the curious fish .   the curious fish was bitten by a curious duck .
a big photographer kicked the big duck .        the big duck was kicked by a big photographer .
a woman liked the curious crocodile .   the curious crocodile was liked by a woman .
a curious cow disliked the tiny duck .  the tiny duck was disliked by a curious cow .
a sleepy scientist loved a shy man near the market .    a shy man near the market was loved by a sleepy scientist .
the sleepy model liked a shy crocodile .        a shy crocodile was liked by the sleepy model .
the big cow tapped the small crocodile .        the small crocodile was tapped by the big cow .
a shy photographer stalked the happy duck .     the happy duck was stalked by a shy photographer .
a scientist tapped a happy professor .  a happy professor was tapped by a scientist .
a sleepy woman disliked the goofy student .     the goofy student was disliked by a sleepy woman .
a tiny professor at the building bit the tiny chicken . the tiny chicken was bitten by a tiny professor at the building .
a goofy model ate a bear .      a bear was eaten by a goofy model .
the shy man disliked a tiny researcher .        a tiny researcher was disliked by the shy man .
the curious duck liked the moose .      the moose was liked by the curious duck .
a sleepy model complimented a tiny rabbit .     a tiny rabbit was complimented by a sleepy model .
the sleepy bird near a market stalked a big student .   a big student was stalked by the sleepy bird near a market .
a small bear liked a sleepy photographer .      a sleepy photographer was liked by a small bear .
a big woman at the kitchen disliked a duck .    a duck was disliked by a big woman at the kitchen .
the goofy professor loved a small dog . a small dog was loved by the goofy professor .
a silly sheep loved the sleepy bear .   the sleepy bear was loved by a silly sheep .
a happy man in the kitchen disliked a researcher .      a researcher was disliked by a happy man in the kitchen .
the shy duck at the building complimented the cow .     the cow was complimented by the shy duck at the building .
the small model complimented the woman .        the woman was complimented by the small model .
the model stalked a big duck .  a big duck was stalked by the model .
the shy fish liked the sleepy crocodile .       the sleepy crocodile was liked by the shy fish .
the small dog complimented a model .    a model was complimented by the small dog .
a curious model stalked the bear by a supermarket .     the bear by a supermarket was stalked by a curious model .
a goofy chicken hated the man . the man was hated by a goofy chicken .
a goofy cow tapped the small model .    the small model was tapped by a goofy cow .
a goofy cat hunted the happy researcher by the playground .     the happy researcher by the playground was hunted by a goofy cat .
the chicken bit a silly researcher .    a silly researcher was bitten by the chicken .
a girl liked a sleepy researcher .      a sleepy researcher was liked by a girl .
a rabbit bit a researcher .     a researcher was bitten by a rabbit .
a rabbit disliked a big bear by the mall .      a big bear by the mall was disliked by a rabbit .
a small crocodile bit a sleepy rabbit . a sleepy rabbit was bitten by a small crocodile .
a curious cat hated the sleepy student .        the sleepy student was hated by a curious cat .
the silly rabbit in the room kicked a curious doctor .  a curious doctor was kicked by the silly rabbit in the room .
a tiny dog kicked a tiny cat .  a tiny cat was kicked by a tiny dog .
a shy photographer liked a goofy cow .  a goofy cow was liked by a shy photographer .
a student ate the curious boy . the curious boy was eaten by a student .
a sleepy penguin tapped a scientist by the school .     a scientist by the school was tapped by a sleepy penguin .
a silly student ate the sleepy bear .   the sleepy bear was eaten by a silly student .
the shy girl disliked the researcher .  the researcher was disliked by the shy girl .
a fish ate a bird at a house .  a bird at a house was eaten by a fish .
the big photographer liked a small bear .       a small bear was liked by the big photographer .
a goofy cat hated the silly researcher .        the silly researcher was hated by a goofy cat .
a tiny doctor stalked the happy boy in a school .       the happy boy in a school was stalked by a tiny doctor .
the doctor complimented a girl .        a girl was complimented by the doctor .
a curious cat stalked a curious model . a curious model was stalked by a curious cat .
