a dog near the barn was stalked by the researcher .     the researcher stalked a dog near the barn .
a small professor was liked by the small photographer . the small photographer liked a small professor .
the big boy was complimented by the penguin .   the penguin complimented the big boy .
the shy model was hated by a small girl .       a small girl hated the shy model .
a cow was disliked by a curious moose . a curious moose disliked a cow .
the doctor by a yard was disliked by a pig .    a pig disliked the doctor by a yard .
a shy bear was stalked by the shy model near the school .       the shy model near the school stalked a shy bear .
a model was tapped by the sleepy scientist .    the sleepy scientist tapped a model .
the goofy chicken was liked by the happy student .      the happy student liked the goofy chicken .
the curious man was bitten by the happy dog in the school .     the happy dog in the school bit the curious man .
the curious moose was kicked by the curious student .   the curious student kicked the curious moose .
a crocodile was eaten by the duck .     the duck ate a crocodile .
a silly researcher was disliked by the sleepy penguin . the sleepy penguin disliked a silly researcher .
a happy model was tapped by a tiny professor .  a tiny professor tapped a happy model .
the big duck near the mall was complimented by the silly researcher .   the silly researcher complimented the big duck near the mall .
the sheep was hated by a rabbit .       a rabbit hated the sheep .
a curious professor was complimented by the big fish .  the big fish complimented a curious professor .
a small sheep was loved by the small moose .    the small moose loved a small sheep .
the silly rabbit was loved by a sleepy woman .  a sleepy woman loved the silly rabbit .
a happy man was bitten by the curious bear .    the curious bear bit a happy man .
a big dog was kicked by the silly girl .        the silly girl kicked a big dog .
the penguin was kicked by the happy duck .      the happy duck kicked the penguin .
a curious model was hated by the bird . the bird hated a curious model .
a tiny dog was bitten by the small bird .       the small bird bit a tiny dog .
the penguin at a house was disliked by a goofy teacher .        a goofy teacher disliked the penguin at a house .
a pig was stalked by a curious model .  a curious model stalked a pig .
the tiny woman was complimented by a goofy moose .      a goofy moose complimented the tiny woman .
the big penguin was eaten by the curious sheep .        the curious sheep ate the big penguin .
a shy penguin was hunted by a silly fish .      a silly fish hunted a shy penguin .
a sleepy student near the stadium was eaten by a sleepy girl .  a sleepy girl ate a sleepy student near the stadium .
the big crocodile was stalked by a tiny scientist .     a tiny scientist stalked the big crocodile .
a bird near the playground was disliked by the happy student .  the happy student disliked a bird near the playground .
the big bear at a house was stalked by a curious teacher .      a curious teacher stalked the big bear at a house .
the curious model was hated by a goofy moose .  a goofy moose hated the curious model .
the model was complimented by the penguin near the school .     the penguin near the school complimented the model .
the happy girl was liked by the boy .   the boy liked the happy girl .
the model at the yard was stalked by the big boy .      the big boy stalked the model at the yard .
a sleepy chicken was bitten by the shy bird .   the shy bird bit a sleepy chicken .
a man by a barn was bitten by the sleepy researcher .   the sleepy researcher bit a man by a barn .
the sleepy doctor was kicked by the sleepy moose .      the sleepy moose kicked the sleepy doctor .
the student was stalked by the researcher .     the researcher stalked the student .
a sleepy bear was liked by the big moose by a house .   the big moose by a house liked a sleepy bear .
a sleepy researcher was kicked by a curious bird near the room .        a curious bird near the room kicked a sleepy researcher .
a big crocodile was bitten by the silly woman . the silly woman bit a big crocodile .
a curious rabbit was complimented by the curious duck . the curious duck complimented a curious rabbit .
a penguin was eaten by a silly dog near a yard .        a silly dog near a yard ate a penguin .
the photographer was complimented by a tiny scientist . a tiny scientist complimented the photographer .
a big girl by a store was disliked by a small crocodile .       a small crocodile disliked a big girl by a store .
the happy photographer by the playground was tapped by a curious dog .  a curious dog tapped the happy photographer by the playground .
the silly fish near the supermarket was complimented by the small researcher .  the small researcher complimented the silly fish near the supermarket .
a curious fish was eaten by the woman . the woman ate a curious fish .
a duck by a house was liked by a silly rabbit . a silly rabbit liked a duck by a house .
the sleepy student was liked by a sleepy boy by the park .      a sleepy boy by the park liked the sleepy student .
a big fish was bitten by a shy rabbit . a shy rabbit bit a big fish .
a goofy researcher in the supermarket was eaten by a photographer .     a photographer ate a goofy researcher in the supermarket .
the small dog was disliked by a shy man .       a shy man disliked the small dog .
a small fish was hated by a fish by the building .      a fish by the building hated a small fish .
a student was kicked by the cow .       the cow kicked a student .
a shy sheep was eaten by a happy model .        a happy model ate a shy sheep .
the big man was hated by a shy moose .  a shy moose hated the big man .
a big boy was eaten by a professor .    a professor ate a big boy .
the girl was liked by the happy bear in the supermarket .       the happy bear in the supermarket liked the girl .
the fish was stalked by a dog . a dog stalked the fish .
a pig was liked by the teacher .        the teacher liked a pig .
a student was hunted by the penguin .   the penguin hunted a student .
the shy crocodile was hunted by the happy duck .        the happy duck hunted the shy crocodile .
a tiny woman was stalked by a pig .     a pig stalked a tiny woman .
the goofy woman was hunted by the silly rabbit .        the silly rabbit hunted the goofy woman .
a tiny chicken was stalked by a goofy moose .   a goofy moose stalked a tiny chicken .
the big rabbit was disliked by the big bird .   the big bird disliked the big rabbit .
a tiny teacher was hunted by the tiny bird near the field .     the tiny bird near the field hunted a tiny teacher .
a tiny doctor was kicked by the curious man .   the curious man kicked a tiny doctor .
a small duck was tapped by the shy professor in a yard .        the shy professor in a yard tapped a small duck .
the cat was kicked by the silly model . the silly model kicked the cat .
a cow was eaten by a bird .     a bird ate a cow .
the silly photographer was disliked by a boy .  a boy disliked the silly photographer .
the moose was disliked by the scientist .       the scientist disliked the moose .
the fish at the playground was hunted by a curious dog .        a curious dog hunted the fish at the playground .
a sleepy rabbit was liked by a big boy by a yard .      a big boy by a yard liked a sleepy rabbit .
the fish was kicked by the goofy woman .        the goofy woman kicked the fish .
the pig at a market was disliked by the man .   the man disliked the pig at a market .
a happy fish was liked by the dog .     the dog liked a happy fish .
a man was hunted by a penguin . a penguin hunted a man .
a sleepy boy was hunted by a curious woman .    a curious woman hunted a sleepy boy .
the cat was stalked by the goofy doctor .       the goofy doctor stalked the cat .
a sleepy fish in a field was kicked by a big penguin .  a big penguin kicked a sleepy fish in a field .
a happy fish was liked by the penguin . the penguin liked a happy fish .
the sleepy chicken was bitten by the happy penguin .    the happy penguin bit the sleepy chicken .
the doctor was hated by the sheep .     the sheep hated the doctor .
a small professor by a barn was loved by the goofy teacher .    the goofy teacher loved a small professor by a barn .
the small boy was tapped by a happy girl .      a happy girl tapped the small boy .
a curious girl was loved by a tiny sheep .      a tiny sheep loved a curious girl .
the happy photographer was liked by a curious boy .     a curious boy liked the happy photographer .
a big rabbit was hunted by a silly pig .        a silly pig hunted a big rabbit .
a boy was stalked by a silly crocodile .        a silly crocodile stalked a boy .
the cat near a supermarket was stalked by a happy dog . a happy dog stalked the cat near a supermarket .
a moose was eaten by the silly boy .    the silly boy ate a moose .
a small rabbit was stalked by the teacher .     the teacher stalked a small rabbit .
a shy professor was tapped by a goofy penguin . a goofy penguin tapped a shy professor .
a small professor at a building was disliked by the silly woman .       the silly woman disliked a small professor at a building .
the tiny professor was bitten by the silly sheep .      the silly sheep bit the tiny professor .
the goofy cow was complimented by a chicken .   a chicken complimented the goofy cow .
the shy scientist was stalked by a small boy .  a small boy stalked the shy scientist .
the goofy bird was tapped by the silly moose near the yard .    the silly moose near the yard tapped the goofy bird .
the goofy scientist was hunted by a penguin .   a penguin hunted the goofy scientist .
the shy bear was hated by the happy cat .       the happy cat hated the shy bear .
the goofy cow was eaten by a sleepy woman at the school .       a sleepy woman at the school ate the goofy cow .
the big photographer was eaten by the doctor .  the doctor ate the big photographer .
a silly crocodile was eaten by a happy chicken near the house . a happy chicken near the house ate a silly crocodile .
a big rabbit was hated by the small teacher at the store .      the small teacher at the store hated a big rabbit .
a silly cow was tapped by the woman .   the woman tapped a silly cow .
the small cow was kicked by a sleepy scientist .        a sleepy scientist kicked the small cow .
a tiny penguin was eaten by the shy crocodile . the shy crocodile ate a tiny penguin .
the woman was liked by the curious boy .        the curious boy liked the woman .
the curious boy in a house was complimented by the duck .       the duck complimented the curious boy in a house .
a small pig was loved by the woman .    the woman loved a small pig .
the big rabbit was bitten by a curious photographer by the supermarket .        a curious photographer by the supermarket bit the big rabbit .
the small student was loved by a big bear .     a big bear loved the small student .
a shy teacher was eaten by a curious photographer .     a curious photographer ate a shy teacher .
the big boy was kicked by the curious woman by a store .        the curious woman by a store kicked the big boy .
the silly boy was hated by a cat .      a cat hated the silly boy .
the silly duck was tapped by a tiny moose .     a tiny moose tapped the silly duck .
a penguin was kicked by a goofy photographer .  a goofy photographer kicked a penguin .
the happy bear was hunted by the silly girl .   the silly girl hunted the happy bear .
a fish was hated by the goofy rabbit .  the goofy rabbit hated a fish .
a small model was hated by a bird .     a bird hated a small model .
the tiny teacher was complimented by the penguin .      the penguin complimented the tiny teacher .
the curious teacher was disliked by a penguin . a penguin disliked the curious teacher .
the dog was tapped by a bear by a stadium .     a bear by a stadium tapped the dog .
the rabbit was kicked by a small researcher .   a small researcher kicked the rabbit .
the cat was kicked by a happy fish .    a happy fish kicked the cat .
the teacher was hunted by the small scientist . the small scientist hunted the teacher .
a happy penguin was disliked by a teacher .     a teacher disliked a happy penguin .
a woman was liked by the happy boy .    the happy boy liked a woman .
the goofy bird was loved by the goofy scientist .       the goofy scientist loved the goofy bird .
the big cat was bitten by a silly bird .        a silly bird bit the big cat .
a goofy fish was hunted by the silly scientist .        the silly scientist hunted a goofy fish .
the happy crocodile was kicked by a happy photographer .        a happy photographer kicked the happy crocodile .
a chicken by the field was liked by the pig .   the pig liked a chicken by the field .
the big moose was loved by the moose .  the moose loved the big moose .
a silly sheep was complimented by the happy sheep .     the happy sheep complimented a silly sheep .
the tiny photographer was bitten by a cow .     a cow bit the tiny photographer .
the bear in a field was eaten by the chicken .  the chicken ate the bear in a field .
the happy bear was loved by a shy woman .       a shy woman loved the happy bear .
the shy bear was tapped by a shy penguin .      a shy penguin tapped the shy bear .
the big chicken was kicked by a tiny bird .     a tiny bird kicked the big chicken .
a shy cow was eaten by a small boy .    a small boy ate a shy cow .
the moose was hated by the silly duck . the silly duck hated the moose .
the sleepy rabbit was loved by a shy bird .     a shy bird loved the sleepy rabbit .
a curious fish was stalked by a sleepy scientist at the playground .    a sleepy scientist at the playground stalked a curious fish .
a professor was kicked by a bird .      a bird kicked a professor .
the silly boy was hated by a moose .    a moose hated the silly boy .
a duck was eaten by the big dog .       the big dog ate a duck .
a model was hated by a scientist .      a scientist hated a model .
a tiny boy was tapped by a goofy man .  a goofy man tapped a tiny boy .
a bear was hunted by a rabbit near the school . a rabbit near the school hunted a bear .
the big photographer was tapped by a goofy penguin .    a goofy penguin tapped the big photographer .
the small bear was stalked by a bear .  a bear stalked the small bear .
a silly student was disliked by a tiny penguin .        a tiny penguin disliked a silly student .
a bear at a supermarket was stalked by the man .        the man stalked a bear at a supermarket .
the sleepy bird at a park was disliked by the model .   the model disliked the sleepy bird at a park .
a shy bird was liked by the sheep .     the sheep liked a shy bird .
a student was kicked by a shy model .   a shy model kicked a student .
the chicken was eaten by a shy professor .      a shy professor ate the chicken .
the researcher was loved by a goofy girl .      a goofy girl loved the researcher .
the big photographer at a market was hated by the curious man . the curious man hated the big photographer at a market .
a small man was hunted by the moose .   the moose hunted a small man .
the boy was disliked by a big woman .   a big woman disliked the boy .
a sleepy woman was complimented by a curious model .    a curious model complimented a sleepy woman .
the model at a supermarket was eaten by the curious teacher .   the curious teacher ate the model at a supermarket .
the curious penguin was kicked by the happy moose .     the happy moose kicked the curious penguin .
the silly scientist was tapped by the tiny moose .      the tiny moose tapped the silly scientist .
a cat was stalked by a small fish .     a small fish stalked a cat .
the big dog was eaten by the goofy teacher .    the goofy teacher ate the big dog .
the crocodile at a room was kicked by the girl .        the girl kicked the crocodile at a room .
the big rabbit was complimented by a goofy crocodile .  a goofy crocodile complimented the big rabbit .
the boy at a school was disliked by a teacher near the store .  a teacher near the store disliked the boy at a school .
a sleepy doctor was hated by a duck .   a duck hated a sleepy doctor .
a happy scientist was hunted by the duck at a market .  the duck at a market hunted a happy scientist .
the sleepy penguin was hunted by a happy bear . a happy bear hunted the sleepy penguin .
a silly scientist was bitten by the sleepy bear .       the sleepy bear bit a silly scientist .
a cat was kicked by a small crocodile near the yard .   a small crocodile near the yard kicked a cat .
the shy girl was liked by the woman in the kitchen .    the woman in the kitchen liked the shy girl .
a shy bear was hunted by the goofy bird .       the goofy bird hunted a shy bear .
the shy bird was hunted by a happy student in the school .      a happy student in the school hunted the shy bird .
the sleepy moose was kicked by the dog .        the dog kicked the sleepy moose .
the student at the house was complimented by a big crocodile .  a big crocodile complimented the student at the house .
the happy model was kicked by the dog . the dog kicked the happy model .
the bird was stalked by the boy near the room . the boy near the room stalked the bird .
a student was liked by the professor .  the professor liked a student .
a shy moose was hated by a tiny bird .  a tiny bird hated a shy moose .
the pig was loved by the goofy girl at a supermarket .  the goofy girl at a supermarket loved the pig .
the tiny teacher was hated by the silly bear .  the silly bear hated the tiny teacher .
a silly crocodile was complimented by the photographer .        the photographer complimented a silly crocodile .
a curious model near the yard was eaten by the curious sheep .  the curious sheep ate a curious model near the yard .
the shy dog was tapped by the goofy cat .       the goofy cat tapped the shy dog .
a small teacher was tapped by the sleepy boy .  the sleepy boy tapped a small teacher .
a big doctor was bitten by a happy penguin .    a happy penguin bit a big doctor .
the small professor was disliked by the small model .   the small model disliked the small professor .
a goofy penguin was tapped by a tiny bear .     a tiny bear tapped a goofy penguin .
a researcher was eaten by the small boy .       the small boy ate a researcher .
the tiny photographer was stalked by a sleepy woman .   a sleepy woman stalked the tiny photographer .
the small sheep was eaten by the sleepy girl .  the sleepy girl ate the small sheep .
a goofy cow at a stadium was stalked by a small photographer .  a small photographer stalked a goofy cow at a stadium .
the big duck was disliked by the silly bird .   the silly bird disliked the big duck .
a sleepy pig was hated by the model .   the model hated a sleepy pig .
the chicken was hated by the tiny bird .        the tiny bird hated the chicken .
the goofy pig in a kitchen was bitten by a curious boy .        a curious boy bit the goofy pig in a kitchen .
the curious photographer was stalked by a goofy man near the supermarket .      a goofy man near the supermarket stalked the curious photographer .
a shy crocodile at a market was hated by a dog .        a dog hated a shy crocodile at a market .
a shy girl was tapped by the goofy bird at a stadium .  the goofy bird at a stadium tapped a shy girl .
the dog was hated by a photographer .   a photographer hated the dog .
the dog was kicked by a happy boy in the kitchen .      a happy boy in the kitchen kicked the dog .
a goofy chicken was bitten by the tiny crocodile .      the tiny crocodile bit a goofy chicken .
a big teacher was liked by a penguin .  a penguin liked a big teacher .
a silly moose at the playground was hated by the penguin .      the penguin hated a silly moose at the playground .
the curious penguin in a stadium was loved by a doctor .        a doctor loved the curious penguin in a stadium .
a sleepy bear was stalked by the sleepy pig .   the sleepy pig stalked a sleepy bear .
a small penguin was bitten by a moose . a moose bit a small penguin .
the doctor was loved by the sleepy duck .       the sleepy duck loved the doctor .
the bird was tapped by the goofy bird . the goofy bird tapped the bird .
the small duck was disliked by the woman .      the woman disliked the small duck .
a sleepy woman was complimented by a model .    a model complimented a sleepy woman .
a happy boy was bitten by a shy woman near a building . a shy woman near a building bit a happy boy .
a student was stalked by a doctor .     a doctor stalked a student .
a tiny rabbit was complimented by a small teacher .     a small teacher complimented a tiny rabbit .
the tiny student was liked by a tiny cat .      a tiny cat liked the tiny student .
a duck was bitten by a goofy scientist .        a goofy scientist bit a duck .
the sleepy photographer was complimented by a goofy researcher .        a goofy researcher complimented the sleepy photographer .
the goofy girl was complimented by the bear .   the bear complimented the goofy girl .
a girl was stalked by a goofy bear .    a goofy bear stalked a girl .
a tiny doctor was complimented by a happy chicken .     a happy chicken complimented a tiny doctor .
the chicken was stalked by a small fish .       a small fish stalked the chicken .
a woman was loved by the rabbit .       the rabbit loved a woman .
the fish was disliked by the sheep .    the sheep disliked the fish .
a shy dog was hated by a silly professor .      a silly professor hated a shy dog .
the sleepy duck in the park was liked by the big scientist .    the big scientist liked the sleepy duck in the park .
the shy researcher was stalked by a sheep .     a sheep stalked the shy researcher .
the shy cat was disliked by a small crocodile in a mall .       a small crocodile in a mall disliked the shy cat .
the tiny bird was complimented by a teacher .   a teacher complimented the tiny bird .
a tiny girl was disliked by a shy teacher .     a shy teacher disliked a tiny girl .
the goofy teacher was bitten by the big doctor .        the big doctor bit the goofy teacher .
a tiny sheep by a field was tapped by a small chicken . a small chicken tapped a tiny sheep by a field .
the curious man was eaten by a shy sheep at a house .   a shy sheep at a house ate the curious man .
a girl was eaten by a sleepy dog .      a sleepy dog ate a girl .
the tiny fish near a park was hated by a big sheep .    a big sheep hated the tiny fish near a park .
a silly scientist was eaten by the crocodile .  the crocodile ate a silly scientist .
a bird was disliked by a shy model .    a shy model disliked a bird .
a model was disliked by the happy penguin .     the happy penguin disliked a model .
the tiny sheep was stalked by a chicken .       a chicken stalked the tiny sheep .
the sleepy dog was bitten by the girl . the girl bit the sleepy dog .
a silly teacher was kicked by the cat at the stadium .  the cat at the stadium kicked a silly teacher .
a curious student was hated by a shy professor in a house .     a shy professor in a house hated a curious student .
the curious model was hated by a shy photographer .     a shy photographer hated the curious model .
a shy model was liked by the silly girl .       the silly girl liked a shy model .
the sleepy photographer was hated by a happy photographer .     a happy photographer hated the sleepy photographer .
a shy professor was kicked by a cow .   a cow kicked a shy professor .
the tiny fish was stalked by a sleepy girl .    a sleepy girl stalked the tiny fish .
the professor was loved by a sleepy student .   a sleepy student loved the professor .
a silly model was loved by a penguin at the supermarket .       a penguin at the supermarket loved a silly model .
the fish was kicked by the small sheep .        the small sheep kicked the fish .
a tiny penguin was tapped by the tiny teacher by a field .      the tiny teacher by a field tapped a tiny penguin .
the goofy moose was hunted by the sleepy girl . the sleepy girl hunted the goofy moose .
the happy cat was hunted by the pig .   the pig hunted the happy cat .
the small penguin at the school was disliked by the tiny rabbit .       the tiny rabbit disliked the small penguin at the school .
the small bear was bitten by the girl at the park .     the girl at the park bit the small bear .
a curious bird in the mall was disliked by the student .        the student disliked a curious bird in the mall .
the curious boy was hated by the small sheep .  the small sheep hated the curious boy .
the curious bird was tapped by the happy rabbit .       the happy rabbit tapped the curious bird .
a cat was complimented by the photographer .    the photographer complimented a cat .
the big researcher was loved by the small bird .        the small bird loved the big researcher .
a shy cow was bitten by a curious moose by the field .  a curious moose by the field bit a shy cow .
the tiny girl was liked by the shy penguin .    the shy penguin liked the tiny girl .
a big bear was kicked by the small bird .       the small bird kicked a big bear .
a shy doctor was kicked by the bird .   the bird kicked a shy doctor .
a small fish was complimented by a doctor in the market .       a doctor in the market complimented a small fish .
a happy professor was liked by the goofy model .        the goofy model liked a happy professor .
a silly boy in the market was complimented by a girl .  a girl complimented a silly boy in the market .
the curious moose was disliked by a student .   a student disliked the curious moose .
the sleepy bear was kicked by a tiny crocodile at a kitchen .   a tiny crocodile at a kitchen kicked the sleepy bear .
the curious researcher was complimented by the dog .    the dog complimented the curious researcher .
the silly photographer near a park was stalked by a curious cat .       a curious cat stalked the silly photographer near a park .
the curious pig was disliked by the silly crocodile .   the silly crocodile disliked the curious pig .
the sleepy cow was tapped by the happy teacher .        the happy teacher tapped the sleepy cow .
a curious bear was loved by the happy penguin at the playground .       the happy penguin at the playground loved a curious bear .
the sleepy girl was complimented by the big professor . the big professor complimented the sleepy girl .
the tiny moose was liked by the small scientist .       the small scientist liked the tiny moose .
the shy man was complimented by the sleepy student .    the sleepy student complimented the shy man .
a happy boy was loved by the sleepy scientist . the sleepy scientist loved a happy boy .
the happy woman was complimented by the model near a stadium .  the model near a stadium complimented the happy woman .
the goofy bear was stalked by the shy photographer .    the shy photographer stalked the goofy bear .
a tiny man was stalked by the big photographer .        the big photographer stalked a tiny man .
a sleepy sheep was stalked by a goofy moose at a store .        a goofy moose at a store stalked a sleepy sheep .
the sleepy doctor was stalked by the boy .      the boy stalked the sleepy doctor .
the curious girl was disliked by a sleepy scientist .   a sleepy scientist disliked the curious girl .
a curious sheep was tapped by the silly sheep . the silly sheep tapped a curious sheep .
the goofy pig was liked by a small doctor .     a small doctor liked the goofy pig .
a sleepy fish was loved by a tiny photographer .        a tiny photographer loved a sleepy fish .
a duck was liked by a small model .     a small model liked a duck .
a moose was tapped by a silly doctor at a building .    a silly doctor at a building tapped a moose .
the silly crocodile in the barn was liked by a chicken .        a chicken liked the silly crocodile in the barn .
the shy duck was tapped by the chicken .        the chicken tapped the shy duck .
a duck near the yard was kicked by a pig near the house .       a pig near the house kicked a duck near the yard .
the curious fish was bitten by a curious duck . a curious duck bit the curious fish .
the big duck was kicked by a big photographer . a big photographer kicked the big duck .
the curious crocodile was liked by a woman .    a woman liked the curious crocodile .
the tiny duck was disliked by a curious cow .   a curious cow disliked the tiny duck .
a shy man near the market was loved by a sleepy scientist .     a sleepy scientist loved a shy man near the market .
a shy crocodile was liked by the sleepy model . the sleepy model liked a shy crocodile .
the small crocodile was tapped by the big cow . the big cow tapped the small crocodile .
the happy duck was stalked by a shy photographer .      a shy photographer stalked the happy duck .
a happy professor was tapped by a scientist .   a scientist tapped a happy professor .
the goofy student was disliked by a sleepy woman .      a sleepy woman disliked the goofy student .
the tiny chicken was bitten by a tiny professor at the building .       a tiny professor at the building bit the tiny chicken .
a bear was eaten by a goofy model .     a goofy model ate a bear .
a tiny researcher was disliked by the shy man . the shy man disliked a tiny researcher .
the moose was liked by the curious duck .       the curious duck liked the moose .
a tiny rabbit was complimented by a sleepy model .      a sleepy model complimented a tiny rabbit .
a big student was stalked by the sleepy bird near a market .    the sleepy bird near a market stalked a big student .
a sleepy photographer was liked by a small bear .       a small bear liked a sleepy photographer .
a duck was disliked by a big woman at the kitchen .     a big woman at the kitchen disliked a duck .
a small dog was loved by the goofy professor .  the goofy professor loved a small dog .
the sleepy bear was loved by a silly sheep .    a silly sheep loved the sleepy bear .
a researcher was disliked by a happy man in the kitchen .       a happy man in the kitchen disliked a researcher .
the cow was complimented by the shy duck at the building .      the shy duck at the building complimented the cow .
the woman was complimented by the small model . the small model complimented the woman .
a big duck was stalked by the model .   the model stalked a big duck .
the sleepy crocodile was liked by the shy fish .        the shy fish liked the sleepy crocodile .
a model was complimented by the small dog .     the small dog complimented a model .
the bear by a supermarket was stalked by a curious model .      a curious model stalked the bear by a supermarket .
the man was hated by a goofy chicken .  a goofy chicken hated the man .
the small model was tapped by a goofy cow .     a goofy cow tapped the small model .
the happy researcher by the playground was hunted by a goofy cat .      a goofy cat hunted the happy researcher by the playground .
a silly researcher was bitten by the chicken .  the chicken bit a silly researcher .
a sleepy researcher was liked by a girl .       a girl liked a sleepy researcher .
a researcher was bitten by a rabbit .   a rabbit bit a researcher .
a big bear by the mall was disliked by a rabbit .       a rabbit disliked a big bear by the mall .
a sleepy rabbit was bitten by a small crocodile .       a small crocodile bit a sleepy rabbit .
the sleepy student was hated by a curious cat . a curious cat hated the sleepy student .
a curious doctor was kicked by the silly rabbit in the room .   the silly rabbit in the room kicked a curious doctor .
a tiny cat was kicked by a tiny dog .   a tiny dog kicked a tiny cat .
a goofy cow was liked by a shy photographer .   a shy photographer liked a goofy cow .
the curious boy was eaten by a student .        a student ate the curious boy .
a scientist by the school was tapped by a sleepy penguin .      a sleepy penguin tapped a scientist by the school .
the sleepy bear was eaten by a silly student .  a silly student ate the sleepy bear .
the researcher was disliked by the shy girl .   the shy girl disliked the researcher .
a bird at a house was eaten by a fish . a fish ate a bird at a house .
a small bear was liked by the big photographer .        the big photographer liked a small bear .
the silly researcher was hated by a goofy cat . a goofy cat hated the silly researcher .
the happy boy in a school was stalked by a tiny doctor .        a tiny doctor stalked the happy boy in a school .
a girl was complimented by the doctor . the doctor complimented a girl .
a curious model was stalked by a curious cat .  a curious cat stalked a curious model .
